RWC5R2HJ7NKKSIRRIQGB3BDWHLIJTQQY | Krokodil | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Tierfigur aus Ton | Brasilien; Mato Grosso; Berlin
EDPHXB4GSYDBDSR2JT6MLHELOGKOQL35 | Taucherschacht "Krokodil"/Rhein | Bundesanstalt für Wasserbau (BAW). Infozentrum Wasserbau; Bundesanstalt für Wasserbau | Fotografie | Pfaffendorf; Wasserstraße: 3901 - Rhein, Hauptstrecke
H7OXDPGU2KIZL7AOP4VKKZX7QZ7KNKSO | Aquarium Berlin: Krokodile | Stiftung Stadtmuseum Berlin | Fotografie | Berlin
OLW6HIKKOT2I26ONYINULE2UKA35YVZN | "Krokodil Gena" (Zeichentrickfilm) | Stiftung Deutsches Historisches Museum | Abzeichen | Berlin
QQUNUEZIW7UFV2EODYM7GANTNEKIMSH3 | Taucherschacht KAIMAN/KROKODIL | Bundesanstalt für Wasserbau (BAW). Infozentrum Wasserbau; Bundesanstalt für Wasserbau | Fotografie | St. Goarshausen; Wasserstraße: 3901 - Rhein, Hauptstrecke
S4L4KWAHS4UBB7OXC34EFYPEAETB6ZMB | Krokodil und Scrophill | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
UTXG7YTNDNRIBQ7RVWSJSCDYGRK4VXZH | Tafel: Das Krokodil. | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
XT5QI2AGDTX37LXSGAJ4TZQPHY5CUZ4H | Flußpferde und Krokodile | Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Kapitel | 
Z7ZOK7HJUTYUODAK6IPJQMA6FHNS7Y4A | Zergliederung eines Krokodiles | Universitätsbibliothek der Humboldt-Universität zu Berlin; Humboldt-Universität zu Berlin | Kapitel | 
ZPZIWICL7TXCEQIYZ2FZAIBS6PVLXGMD | 196. Das Krokodil | Leibniz-Institut für Bildungsmedien | Georg-Eckert-Institut (GEI) Informationszentrum Bildungsmedien. Bibliothek; Leibniz-Institut für Bildungsmedien | Georg-Eckert-Institut (GEI) Informationszentrum Bildungsmedien | Kapitel | 
KVY7QG5TZEXT6EAUOOW4GOYCEJFMR47U | In dem Krokodil | Deutsche Nationalbibliothek |  | Deutschland; Berlin; Boston; Heidelberg; Mass.; Frankfurt am Main
6RMKEAGRPMIVG64AG35HUQI76D7HEW4K | Kapitell mit Greifen, Krokodilen und Löwen - W10V55CC26 | Kunsthistorisches Institut in Florenz – Max-Planck-Institut | Kapitell | Cefalù; Kreuzgang, Westflügel; San Salvatore e Pietro e Paolo; Florenz
RYCC3I4SB5D2H2HOXZOJD6XTA2UD6JWH | Kapitell mit Greifen, Krokodilen und Löwen - W10V55CC26 | Kunsthistorisches Institut in Florenz – Max-Planck-Institut | Kapitell | Cefalù; Kreuzgang, Westflügel; San Salvatore e Pietro e Paolo; Florenz
UVWXBNGOOQMWRJYOH73MJHWM2ZEXHBXU | Kapitell mit Greifen, Krokodilen und Löwen - W10V55CC26 | Kunsthistorisches Institut in Florenz – Max-Planck-Institut | Kapitell | Cefalù; Kreuzgang, Westflügel; San Salvatore e Pietro e Paolo; Florenz
VTO2KCNSMPMU3Y3VHPKQGURYQGJMR4K6 | Kapitell mit Greifen, Krokodilen und Löwen - W10V55CC26 | Kunsthistorisches Institut in Florenz – Max-Planck-Institut | Kapitell | Cefalù; Kreuzgang, Westflügel; San Salvatore e Pietro e Paolo; Florenz
XV5T5PMTSYPWPXX6QA3AUSL5WK36ROOV | Kapitell mit Greifen, Krokodilen und Löwen - W10V55CC26 | Kunsthistorisches Institut in Florenz – Max-Planck-Institut | Kapitell | Cefalù; Kreuzgang, Westflügel; San Salvatore e Pietro e Paolo; Florenz
5WJ57CJONZ7SY5RN3DPX64WY57FWBUGE | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
AC5V3ERFNJ5FJIICXZCK2LPPZJFFM2SA | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
CVN7CI24TJMUFAWFPH7MHGUBKSMHHEWM | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Plakat | 
JCOGFUZUMIP6UIGI4WWFV4MDXRJR3S2O | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
KRU5ZEO5BSFB4H5JNP3X37XZCAMHPLYA | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
RD5OSALKJJVJYWKS5ULYHD4PXZWAPB66 | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
43KTUZYQB4RI4VWAHX43AZDDCWI7V6CX | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
F2ED37RJW6TGII56BTFTJ45YVMRYLJY5 | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
NT7EDKQJLLA6MJZEOL7OAXMEJLV4Y252 | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
S4F75XL76KSMY36K5SUIGY2IWS4S6SKB | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
SHQEVCVVAEI436T5JPCV5QCK5WAUVSPO | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
XLUABX7YAKGWA7HOA5MGQUTGFSHT5SJV | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
Z7KSOWDNH4YR3H7VSWCIOWEYMIEUDH5P | Das Haus der Krokodile | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
GWDRSIB2QH4GYIN6H6HNQDTHD35A36BQ | "Die neckische Krokodil-Mama" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
ZX3FKNANMTXM5KJGDFANLUOYH75MN6Y2 | Krokodile und edle Ziele | Digitales Deutsches Frauenarchiv; Archiv DENKtRÄUME/hamburger frauenbibliothek | Buch | 
2HYH4GCUN7OXPQ64WLJHR2ONW2ODRSYN | Krokodile | Deutsche Nationalbibliothek |  | Stuttgart; Frankfurt am Main
AAWF3U6LTBRTO2B45NUDLEVQPIQNGCIO | Krokodil | Archive in NRW; Märkischer Kreis. Kreisarchiv | Archivale | 
DENLKJUULQSZNHJ2THUF5BRSKG4POZGE | Krokodil | Münchner Stadtbibliothek / Monacensia im Hildebrandhaus - Literaturarchiv | Archivale | 
PIBPY66LDYOGI5Q3D3NPXPVXI4XCJXAN | Krokodil | Bundesarchiv | Akte | 
PIKZSRXSD66QCTN5RRS6OWUJ666EWFTM | Krokodil | Universitätsarchiv der Universität Regensburg; Universität Regensburg | Sonstiges | 
QIYKOOTYSVKHZUDLATAPD7KL55LS5L7L | Junge Aligatoren und Krokodile, Aquariumhaus, Zoologischer Garten Berlin | Stiftung Deutsches Historisches Museum | Stereofotografie | Berlin
3XUWJULBCAW4HINY7ZSSNN5JAJVK7B4I | "Die beiden Krokodile" "Schlau" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
3U3AAVOHRLMYB6AS2UCR2N4YCGUY4MWV | Kapitell mit Greifen, Krokodilen und Löwen - W10V55CC26 | Kunsthistorisches Institut in Florenz – Max-Planck-Institut | Kapitell | Cefalù; Kreuzgang, Westflügel; San Salvatore e Pietro e Paolo; Florenz
2RD6VBTV4KFPQQDJ6HT6MZHDMBKQDBQX | Bara (West-Madagaskar) - Krokodil-Spiel | Technische Informationsbibliothek (TIB) | Bewegte Bilder | Hannover
PXN6B75OPIS2UMF6BCJABRONJXFZIUTU | Gesellschaft Vergnügtes Krokodil (Bestand) | Archive in NRW; Stadtarchiv Münster | Archivbestand | 
RAFG4LIYVV7H4QPMBJC6GCYUAJ2BCA43 | Schüssel in Form eines Krokodiles | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Schüssel | Bremen
YLD7FL54Z6KBNHTPQV7YPUABRCGKQLWQ | Beschreibung über den Fang der zwei großen Krokodils | Stadtgeschichtliches Museum Leipzig | Handzettel | Paris; Dresden; Missisippi; London; Triest
ASUNSIJQD4M74J4RRTJZRC6KVBVDOZNA | Weg mit dem Krokodil | Deutsche Nationalbibliothek | Kinderbuch | Hamburg; Frankfurt am Main
S4KHI3AJEZH5P5C2MCK2I25G5ZTT3NX2 | Figur eines Krokodils - Museum für Völkerkunde Berlin | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | Berlin; Berlin, Ethnologisches Museum
2KZGMPKZSQXXFADHXNLSAJRDQEJNWWO6 | Das Haus der Krokodile (2012) - Trailer | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Trailer (Film) | 
ZCVD6VS55FLJWAVNHIWYL5D2D7MZJ4GQ | Das deutsche Krokodil : meine Geschichte | Deutsche Nationalbibliothek | Autobiografie; Erlebnisbericht | Nigeria; Schlesien; Bonn; Frankfurt am Main
DWEQWFUZT53HFWIEKCMRK7ZSLC3PB3JY | Das heilige Krokodil wird aus dem Wasser gelockt | Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Abschnitt (Publikation); Fotografie | 
TSTA2DI26ZCFYIKBNSSDLTZPLJ6IOVID | Waldstraße 63, Gasthaus "Zum Krokodil" | Stadtarchiv Karlsruhe | Bild | 
2BZEF5NLYBQVPFGHUIN66BDPQDOII4QO | Krokodil : Königin der Elektrolokomotiven | Deutsche Nationalbibliothek |  | Zürich; Frankfurt am Main
FQTHUZYYSGES3TAVXWGDLL25XE4ZLBK3 | Das Krokodil des Sotades | Deutsche Nationalbibliothek |  | Heidelberg; Frankfurt am Main
JXF5C27XUGCLK3L7FRYCPZLSU3DSZI4A | Die Macht des Krokodils | Deutsche Nationalbibliothek |  | Ägypten; Heidelberg; Frankfurt am Main
IGEDVR5COHH5CLPSVCT52IGPWMYI3S2U | Krokodil-Abenteuer am Fluss | Deutsche Nationalbibliothek | Erstlesealter, Vorschulalter; Kinderbuch; Kindersachbuch | München; Frankfurt am Main
VCMR3HQXL5IHR722YUIQAQFCNPS2GO36 | Bibliotheksbuch der Krokodile 1859-1866 - BSB Cgm 6538 | Bayerische Staatsbibliothek | Text | München
BZC5WLATGHISCFHI64FM6Y4JVKHQ6NGI | Krokodile : legendäre Schweizer Elektroloks | Deutsche Nationalbibliothek | Aufsatzsammlung | Gotthardbahn; Rhätische Bahn; Fürstenfeldbruck; Frankfurt am Main
5JUGGXS2QDRAO54LMQS6OCRVYEGGJKFC | Aufzeichnungen zum ägyptischen Krokodil. | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Handschrift; Werke | 
65T2ZXYIDOGV6SFC73IIN6RFU7BMQFAD | Krokodil auf einer Sandbank | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Print | Bath
6WC5MWNJXWWSLBHRCEC2OWOFUT4SXJIN | Zeil 45, Zum Krokodil | Institut für Stadtgeschichte Frankfurt am Main | Foto | 
E74ET3O5F3AAWXQLMCOPLQWA4LBVJCWI | Vor Krokodilen im Zoo | Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Kapitel | 
FYWBUHHQTK3BBR5AUQ3T5HPMFK7OTVKA | Viertes Bild. Das Krokodil. | Universitätsbibliothek Bielefeld | Kapitel | 
ISQQFNHS2JHXI3TM42XM5MIMPINIVTUJ | Osteologie des Indischen Krokodils | Niedersächsische Staats- und Universitätsbibliothek Göttingen; Georg-August-Universität Göttingen | Hochschulschrift; Monografie | Tübingen
JGBV6FOZFN54P4CTJOWM55HRWHMIIYCG | Tafel 12. Das Krokodil. | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
KJUUJLV62OXC2Y64DQ5TJT3MHQYKLDNN | Der Stammbaum der Krokodile | Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Artikel (Publikation) | 
L3MHGZLAMM2JL5QJBO47HFV7NHCF4T4M | Tafel: Das amerikanische Krokodil. | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
LQV5T35J63ITID7QCNN674TYCL5IG7HP | 9. Krokodil (Tafel 38) | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Artikel (Publikation) | 
NH4DLFOURAVACADK3YF7SPPO6ZG5ZR2R | Drachen, Schlangen und Krokodile | Kunsthalle Bremen - Der Kunstverein in Bremen | Druckgrafik | Bremen
NOSP737XNF4XJRK7WTGP7XQIIG45FQIO | Am See Der Krokodile | Martin-Luther-Universität Halle-Wittenberg, Universitäts- und Landesbibliothek Sachsen-Anhalt; Martin-Luther-Universität Halle Wittenberg | Abschnitt | 
R3PO45EVCZDNZMHTTFBUBU6GV5QAO26D | Krokodil-Brunnen; Berlin, Lichtenberg | Landesdenkmalamt Berlin | Brunnen | Berlin
ZWPQ7V5R36JSWYRTTKSBECOWJTCUB3AV | Das Krokodil des Sotades | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Artikel (Publikation) | 
2HSI3OWL6QE4GBUQNNDGQQ3YNH7U5YFO | Ein Krokodil für Zagreb : Roman | Digitales Deutsches Frauenarchiv; Archiv DENKtRÄUME/hamburger frauenbibliothek | Buch | 
WDF42BW3A3GD4AFDKXMJXA24R6BE7PHS | Liegende Krokodile aus der Vogelperspektive (Altersgruppe 14-17) | Stiftung Deutsches Historisches Museum | Fotografie | Berlin
GVPR5ISSHX45J2G3NSIM24TC3H55PVWW | Rechnungsbuch der Krokodile 1858-1869 - BSB Cgm 6537 | Bayerische Staatsbibliothek | Text | München
NFMZJBSR3FVUR4HML3J3FGF7WRY7O2DH | Fellachenhaus mit einem ausgestopften Krokodil über der Tür | Städel Museum | Zeichnung | Frankfurt am Main
2AJMMJFT6WJLT2Q5K73RMUEGIEC4IWWL | Das Krokodil am Marterpfahl, [Hauptbd.]. | Deutsche Nationalbibliothek |  | Stuttgart; Frankfurt am Main
3QB4FW2LCBDIVSKM3B6GFIFKYOE46YHK | Göttin Toeris mit einem Krokodil | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Relief | Medînet Hâbu (Tempelbezirk), Theben (West), Deckenblock, Totentempel des Ramses 3. (Totentempel)
VM6Z3UPHJIU4S3TSAWY6CUER4S7ACAUU | Das Krokodil am Marterpfahl, Lehrerh. | Deutsche Nationalbibliothek |  | Stuttgart; Frankfurt am Main
BBPQWZYZAWWHQ7PBEYELRO2YIHTOU5T4 | "Die dummen Krokodile" "Alles umsonst" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
DORSNOVNLRHVT3XJU5RKJQ5OXZ56R442 | Hieroglyphen-Inschrift und heiliges Krokodil | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Relief | Doppelheiligtum des Sobek und des Haroeris (Tempel), Kūm Umbū, Säulensaal (Hypostyl)
5XH2BHZYRILX7XSLE52KB6LU5YU54D5I | Krokodile : ein Leben mit Panzerechsen | Deutsche Nationalbibliothek | Ratgeber | Münster; Frankfurt am Main
ONT375UOATNAWNLAOC7NI3KAFFICPRJC | Die französische Dompteuse Koringa mit ihrem hypnoisierten Krokodil. Aufgenommen 1939 | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | 
4F632E3QZXL44RVICM3A5ZZVAUBCNVMX | Unsichtbare Tage oder Die Legende von den weißen Krokodilen | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
7QRD2UVNG67E5UXXCXSBTIOCVA5MGNZI | Unsichtbare Tage oder Die Legende von den weißen Krokodilen | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
U4KAQWOQWHUFHHC7C226GEHDBPOFUP2J | Unsichtbare Tage oder Die Legende von den weißen Krokodilen | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
BVYZEMZA6M7ZFXGQNQP723FN3Y43IRX6 | Die kleine Dame und das Krokodil. | Archive in NRW; Stadtarchiv Münster | Archivale | 
FLK4L5FNRZFATCQJZK4UNNP6B5SASIZ7 | Thronender Serapis mit einem Krokodil | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Sitzfigur | Frankfurt (Main)
2CHMIMT3V2RXZYD37DS7WO7GWXIPGQPB | Kasperlfigur Krokodil | Landesmuseum Württemberg | Theaterpuppe | Aichelberg (Landkreis Göppingen); Stuttgart
N6MIBIYH6JYP4VQWRORVUNANB2ZTP3UJ | Das Krokodil | Deutsche Nationalbibliothek | Sachbilderbuch; Sachbücher und Sachbilderbücher für Kinder und Jugendliche: Tiere, Pflanzen, Natur, Umwelt | Aarhus; Frankfurt am Main
NMGT76CHQIM5EXWUODBP3HSLD7KPZWIJ | Märklin-Krokodil | Deutsche Nationalbibliothek |  | Göppingen; Frankfurt am Main
YIWTI24SFBXN3ZNP465UNZAVVEF5KUDI | Hölzernes Krokodil | Landesmuseum Württemberg | Holzspielzeug | Stuttgart
YN6UKP7IQATB6L3KFRCGMC2HVXVGRFTR | Gesellschaft/Krokodil | Archive in NRW; Stadtarchiv Münster | Archivale | 
YZF3EPWRO7EBM22A5HAM5I6NIDOUL7I3 | Weisse Krokodile | Digitales Deutsches Frauenarchiv; LLL e.V. Lesbenarchiv Frankfurt am Main | Buch | 
5FFZXPYDCZU27VS6FG7OUZ3JCYROCFR4 | Krokodile und Echsen in Farbe | Deutsche Nationalbibliothek | Bildband | Rüschlikon-Zürich; Stuttgart; Wien; Frankfurt am Main
OUOA46T6IOKNP63OY3Q2IWCYFNA2BSVW | Geheimnis um das gelbe Krokodil | Deutsche Nationalbibliothek |  | Balve/Sauerland; Frankfurt am Main
35OZ4J5EO3N7K624NC2XWBG6YHNWEJ2P | Fenster des Nachtlokals Krokodil : Warschau, Fenster im Eingangsbereich des Nachtlokals Krokodil von Außen | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | Warschau
UABISPISL26AU3U3P3RTQK224AXEBWJN | Gejagtes Krokodil [Reise nach dem Sudan, Band 2] | Leibniz-Institut für Länderkunde e. V. | Fotografie | Leipzig
7OT5GXSXKPM3TZEQEYS6RLHRSUWKVHGA | Statuette eines Krokodils, eine Mumie auf dem Rücken tragend | Ägyptisches Museum und Papyrussammlung; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz |  | Delta; Berlin
22C565GHWQUHDRTI3OZUSEDMAHARKBYR | Das Krokodil und seine Beute | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
5BTMHNMOXUXSIMFJNKKBYUQW7DVSOKUJ | [Schwammerl und Kasperl als Krokodil.] | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
6BRJEVMF2EIVIQUCZ6W4GR4YA2USYLMH | Geistesgegenwart, oder: Das improvisirte Krokodil. | Universitätsbibliothek Bielefeld | Kapitel | 
7VLOCDK2CVLCJCUJZG3FUYTN4VSAXEYD | Tafel: der Flußochse, das Krokodil. | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
BMJDYFYJRQLTK4XAWWNFHJG2KBRI4DA4 | Tafel 2.: Krokodil (Belodon Kapffii). | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
CVFU5HR6CSQWE5YUDDSKF7M35IATQMBE | Tafel: Unter Krokodilen. Seite 111. | Universitätsbibliothek Bielefeld | Illustration | 
F56TEHQD67U4PGEX2MA2WAPVGJKJPOSV | Fluss-Scenerie - Zielübungen auf Krokodile | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
FGR3PV2HZHBFAHA4EUBXUN5EGKJK6GK6 | Das Magische Krokodil. Ein Negermärchen | Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Kapitel | 
H3WNPDHZCABUAB3FWHNGL6ZZH4XXSH4S | Drei Frauen auf einem Krokodil | Leibniz-Institut für Länderkunde e. V. | Fotografie | Leipzig
JELBMUFFUUR4S2PFUMCSLG75K7DLUHSE | Bd. 29: Das zahme Krokodil | Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky | Band (Publikation) | Berlin
KBE7FTKGNIDRLI4GWGU5V3MFUPD3LOFK | Jagd auf Nilpferd und Krokodil | Staatsgalerie Stuttgart | Druckgraphik | Stuttgart
LFF64TFJP2DR7IOKZTWCWN2C4U4P4TUD | Jagd auf Krokodile, Blatt 87 | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | Dresden
MIRNAVGUWIOOGNRGF2XKS5GSHA3PF5UT | Tafel: Tipekitanga und das Krokodil. | Universitätsbibliothek Bielefeld | Illustration | 
SDS2BTX7AWWI7UAEFADPVUP2LN2SBM65 | Das Krokodil und der Ichneumon. | Universitätsbibliothek Bielefeld | Kapitel | 
TD63P5LFGRF5Z6DSLC3UJ3AQRP226P6P | II. Löwe, Krokodil und Drache. | Universitätsbibliothek Bielefeld | Kapitel | 
UEEIPVCBT2FGHNI7S3GKD54ZGXTSHYF5 | Gaststätte "Zum Krokodil" am Ludwigsplatz | Stadtarchiv Karlsruhe | Bild | 
YW23FVG2QSX5J53EB2D2HQXDWRN2UBCO | Die Krokodil-Apotheke in Leer | Niedersächsisches Landesarchiv | Verzeichnung | 
LHNWKEZJL56UU6UPFYU5HLC64UOE4NWM | Statuette eines Krokodils mit Falkenkopf | Ägyptisches Museum und Papyrussammlung; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz |  | Provenienz unbekannt; Berlin
GPNZOEC6P6KYRKLZFKY3X7V4CDER6DH5 | Sowjetische Satirezeitschrift "Krokodil" u.a. zum Weltraumflug von Juri Gagarin | Stiftung Deutsches Historisches Museum | Zeitschrift | Moskau; Berlin
LY6YNW2QOKJI5GQY3TDVLI5K4LA6JWDB | Sowjetische Satirezeitschrift "Krokodil" u.a. zum Weltraumflug von Juri Gagarin | Stiftung Deutsches Historisches Museum | Zeitschrift | Moskau; Berlin
6JHH5BOMCUYSVTZCUQNK67RLQV4HWOBH | "Wahrheitsliebend" "Das Krokodil und er Eremit" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
Y6NRKMVR6PLKDE4XU23CIAOFJI57SLQK | Krokodil & Kakadu : originelle Häkeltiere zum Selbermachen | Deutsche Nationalbibliothek | Anleitung | Stuttgart; Frankfurt am Main
4OPZPJP6UMR6EXDZ745TQ4PKVJDCJCKB | Karlsruhe, Zum Krokodil (Besitzer J. Möloth) | Landesarchiv Baden-Württemberg | Bilder | 
QMVJX7EC335DU2JGUBKNQBMHGRGVB6UW | Blick auf den Rückenpanzer eines liegenden Krokodils (Altersgruppe 14-17) | Stiftung Deutsches Historisches Museum | Fotografie | Berlin
HLXIMX2KQPHFZQP2QCQKSF3FVBFMONYD | "Zu viel verlangt" "Geistesgegenwart, oder: Das improvisirte Krokodil" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
WWGWZE7QAVP2XX5IGFMYIM5WQGEK7GMN | Die grünen Kugeln der Krokodil : Lesbische Geschichten | Digitales Deutsches Frauenarchiv; ausZeiten, Bildung, Information, Forschung und Kommunikation für Frauen e.V. - Bibliothek; ausZeiten, Bildung, Information, Forschung und Kommunikation für Frauen e.V. | Buch | 
IO6JPQPDRVKGUDTSXLNMY6GLREUVSZAW | Krokodil, Michael Koltzow an John Heartfield.- | Akademie der Künste, Archiv | Archivale | Moskau
VMESTJ47MWSFENWQDQSP45VVQOYLMGBV | Die grunen Kugeln der Krokodil : lesbische Geschichten | Digitales Deutsches Frauenarchiv; Archiv DENKtRÄUME/hamburger frauenbibliothek | Buch | 
HMD5Y3PN3Y5V6HCWJKBWH5VOS6WVV3JI | Die grünen Kugeln der Krokodil : Lesbische Geschichten | Digitales Deutsches Frauenarchiv; ausZeiten, Bildung, Information, Forschung und Kommunikation für Frauen e.V. - Bibliothek; ausZeiten, Bildung, Information, Forschung und Kommunikation für Frauen e.V. | Buch | 
GF35SYSR4JIMZHSW2YZKZKWJJB3A45L3 | Demonstrationswagen mit Krokodil - Anachronistischer Zug, Auftakt, November 1990 in Bonn | Stiftung Deutsches Historisches Museum | Fotografie | Bonn; Berlin
2HAKY3BDYH7DQNJ2WPUQDUXKZN3WBBXU | "Das humoristische Krokodil" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
3EKN766S5WLC3OWFGXIWBZMLMJH3CJ4I | Krokodile : sechs Geschichten | Deutsche Nationalbibliothek |  | Zürich; Frankfurt am Main
3KRGHMVGRMTSADY3RQKBVWGDGHNGXBED | Krokodile : sechs Geschichten | Deutsche Nationalbibliothek |  | Zürich; Frankfurt am Main
3MBML35EUST32UFJTULRCO4AFQCRYXVC | Kulis, Tiger, Krokodile | Deutsche Nationalbibliothek |  | Leipzig [C 1, Poststr. 7]; Frankfurt am Main
473UT6JMV7E7GEDCIJ6YXASHWBFTGD3A | Krokodile : legendäre Elektroloks | Deutsche Nationalbibliothek | Bildband | Fürstenfeldbruck; Frankfurt am Main
6IDMU7H3RINPRBTAOTMDZ2YF6KCWXHWU | Krokodil erbt Millionendollarvermögen | Sächsisches Staatsarchiv | Bild | 
BTW3PBOSNT4CV523B4FA2LTYWQGK2BAR | Tochter der Krokodile | Deutsche Nationalbibliothek | Jugendbuch | Burkina Faso; Frankfurt, M.; Frankfurt am Main
