object_id,institution_id,museum,inventory_number,object_title_original,object_title_english,classification,species_if_given,provenance,date_period,length,width,other_dimensions,description,whole_or_partial,wrapping_present,head_visible,dorsal_visible,tail_visible,online_record_url,image_urls,image_count,image_license,api_or_iiif,bibliography,source_of_identification,confidence,notes,x_country,x_city,x_other_numbers,x_classification_basis,x_acquisition,x_evidence_type,x_possible_duplicate_of,x_conflicts,x_date_checked,x_agents
INST-GB-008-O005,INST-GB-008,"Petrie Museum of Egyptian Archaeology, UCL",UC71994,UNKNOWN,Two desiccated crocodile heads,D,UNKNOWN,UNKNOWN,Late Period (possible),UNKNOWN,UNKNOWN,UNKNOWN,Two desiccated crocodile heads,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://collections.ucl.ac.uk/Details/petrie/35220,UNKNOWN,UNKNOWN,CC BY-NC-SA 4.0 (per UCL Collections Online results page),https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?database=petrie&search=priref%3D35220&output=json,UNKNOWN,UCL Collections Online / Axiell wwwopac API full record [toponyms],PROBABLE,Included as probable mummified heads (desiccated soft tissue); verify mummification. PROBABLE because not described as mummified.,GB,London,LDUCE-UC71994; priref 35220,DB description 'Two desiccated crocodile heads' (not explicitly 'mummified'),UNKNOWN,OFFICIAL_DB; OFFICIAL_API,UNKNOWN,,2026-09-24,toponyms
INST-GB-008-O006,INST-GB-008,"Petrie Museum of Egyptian Archaeology, UCL",UC80633i-ii,UNKNOWN,Papyrus cartonnage from crocodile mummies,E,UNKNOWN,Collection Place: Oxyrhynchus (as catalogued; folder note 'P. Oxy. IV vel IX. 24'),Ptolemaic Period,UNKNOWN,UNKNOWN,UNKNOWN,Material: cartonnage. Two parts (i-ii).,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://collections.ucl.ac.uk/Details/petrie/83244,https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?command=getcontent&server=images&value=Petrie Museum of Egyptian Archaeology\Visual documentation\Objects\High Res\161\UC80633.i.jpg&imageformat=jpg; ...\UC80633.ii.jpg,2,CC BY-NC-SA license (as shown in UCL results list),Axiell WebAPI JSON (priref=83244),"Cockle, W., 'Restoring and conserving papyri' (cited in DB)",UCL Collections Online detail page + Axiell API record [uk_south],CONFIRMED,Class E (cartonnage casing fragments). Provenance 'Oxyrhynchus' as catalogued - crocodile-mummy cartonnage is usually from Tebtunis (Grenfell & Hunt for EEF); do not infer.,GB,London,LDUCE-UC80633i-ii; UCL online priref 83244,"Official description: 'Papyrus Cartonnage from Crocodile mummies. Used by Dr. W.E.H. Cockle, Dept of Greek, U.C.L. in experiments to separate papyrus.' - casing fragments only, no crocodile",Collector: Egypt Exploration Fund,OFFICIAL_DB; OFFICIAL_API,UNKNOWN,,2026-09-24,uk_south
INST-GB-009-O001,INST-GB-009,"Science Museum Group (Science Museum, Wellcome collection)",A634913,"Mummy of a crocodile, Egypt, 2000-1001 BCE","Mummy of a crocodile, Egypt, 2000-1001 BCE",F,UNKNOWN,Place made: Egypt,2000-1001 BCE (as catalogued),400 mm,56 mm,"Overall 38 mm x 56 mm x 400 mm, 0.062 kg; as displayed 40 mm x 400 mm x 65 mm",Catalogue text: mummified crocodiles as sacred offerings to Sobek; category Classical & Medieval Medicine,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://collection.sciencemuseumgroup.org.uk/objects/co84634/mummy-of-a-crocodile-egypt-2000-1001-bce,https://coimages.sciencemuseumgroup.org.uk/2/335/medium_a634913.jpg,UNKNOWN,CC BY-NC-SA 4.0,SMG collection JSON (Accept: application/json) exists but curl blocked 403 by CloudFront in this session,UNKNOWN,"SMG Collection Online record (WebFetch, two fetches consistent) [uk_south]",CONFIRMED,'Bushe-Fox' credit presumably J.P. Bushe-Fox (not stated). Date 2000-1001 BCE as catalogued (generic Wellcome dating).,GB,London,SMG online id co84634,"Title + materials ('crocodile and wrapping, linen (textile), reed and animal remains'); image exists but not audited; 40 cm long, so small/juvenile specimen",Credit: Bushe-Fox; Sir Henry Wellcome's Museum Collection,OFFICIAL_DB,UNKNOWN,,2026-09-24,uk_south
INST-GB-010-O001,INST-GB-010,Touchstones Rochdale,UNKNOWN,UNKNOWN,Crocodile mummy (bundle),B,Crocodylus niloticus (single vertebra),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Externally identified as a crocodile mummy; no external decoration; form provided by reed creating crocodilian length, with a single C. niloticus vertebra placed in the mid-section ('type three' post-mortem restoration).",PARTIAL,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"https://ojs.utlib.ee/index.php/PoA/article/view/poa.2014.23.1.01 (Fig. 5, DR and CT)",UNKNOWN,UNKNOWN,UNKNOWN,"Atherton-Woolham & McKnight 2014, Papers on Anthropology 23(1): 9-17, Table 1, Fig. 5","Atherton-Woolham & McKnight 2014, Table 1: AEABB137, Holding Institution: Touchstones, Rochdale, External Identification: Crocodile Mummy [uk_north]",CONFIRMED,"Near-pseudo-mummy (reed bundle with one crocodile bone) - contains crocodilian remains, so class B not F. Egyptian collection stored at Rochdale Arts and Heritage Resource Centre (per search snippet).",GB,Rochdale,AEABB137 (Ancient Egyptian Animal Bio Bank reference),"Peer-reviewed DR and CT description (2011, Manchester Royal Infirmary): crocodile-shaped bundle made of reed containing only a single Crocodylus niloticus vertebra in the mid-section",UNKNOWN,PEER_REVIEWED,UNKNOWN,,2026-09-24,uk_north
INST-GB-010-O002,INST-GB-010,Touchstones Rochdale,UNKNOWN,UNKNOWN,Crocodile mummy (bundle),B,Crocodylus niloticus (single osteoderm),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Externally identified as a crocodile mummy; no external decoration; reed bundle with a single C. niloticus osteoderm in the mid-section.,PARTIAL,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"https://ojs.utlib.ee/index.php/PoA/article/view/poa.2014.23.1.01 (Fig. 5, DR and CT)",UNKNOWN,UNKNOWN,UNKNOWN,"Atherton-Woolham & McKnight 2014, Papers on Anthropology 23(1): 9-17, Table 1, Fig. 5","Atherton-Woolham & McKnight 2014, Table 1: AEABB140, Holding Institution: Touchstones, Rochdale, External Identification: Crocodile Mummy [uk_north]",CONFIRMED,Near-pseudo-mummy (reed bundle with one osteoderm).,GB,Rochdale,AEABB140 (Ancient Egyptian Animal Bio Bank reference),"Peer-reviewed DR and CT description (2011, Manchester Royal Infirmary): crocodile-shaped reed bundle containing only a single Crocodylus niloticus osteoderm in the mid-section",UNKNOWN,PEER_REVIEWED,UNKNOWN,,2026-09-24,uk_north
INST-GB-011-O001,INST-GB-011,World Museum (National Museums Liverpool),13.12.05.33,Mummified Crocodile,Mummified Crocodile,A,UNKNOWN,Africa: Northern Africa: Egypt: Esna,395 AD before (Roman Period),UNKNOWN,UNKNOWN,Overall: 56 mm x 83 mm x 665 mm,"Mummified crocodile mummy with linen wrappings layered in a geometical pattern, with glass inlays for the eyes. Originally thought to be a mummified fish wrapped in the form of a crocodile. Dated in the register book at being 22nd Dynasty but is more likely to be from the Ptolemaic Period or early Roman Period.   CONDITION NOTE 1998: Textile bindings fragile and flaking with large area of damage at the tail end with possibly old infestation. Textile is discoloured with surface dirt. Number painted in white on the bottom. Conserved in 2016 for display. Materials: Animal Body-Part; Textile; Glass",WHOLE,YES,YES,YES,UNKNOWN,https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-10,https://images.liverpoolmuseums.org.uk/import-objects/64790_v0_large.jpg; https://images.liverpoolmuseums.org.uk/import-objects/64789_v0_large.jpg; https://images.liverpoolmuseums.org.uk/import-objects/64788_v0_large.jpg,3,UNKNOWN,JSON:API https://content.liverpoolmuseums.org.uk/jsonapi/node/artifact?filter[field_number]=13.12.05.33; Solr https://index.liverpoolmuseums.org.uk/select,"The Excavations at Esna 1905 - 1906, Dorothy Downes, 1974; Unearthing mummified cats, fish and ""monkeys"" John Garstang's excavations in the Nile Valley' in Lidija McKnight and Stephanie Atherton-Woolham (editors) 'Gifts for the Gods: Ancient Egyptian Animal Mummies and the British', Anna Garnett, 2015, Page: 43, Plate: Fig. 38","National Museums Liverpool online collection (artifact record, via public JSON:API/Solr), search 'crocodile' [uk_north]",CONFIRMED,"Originally thought to be a fish wrapped as a crocodile; Garstang's Esna excavations 1905; conserved 2016 for display; on display World Museum Level 3. Location: On display: World Museum, Level 3, Ancient Egypt Gallery head/dorsal/tail visibility judged from first online photo at contact-sheet scale.",GB,Liverpool,previous number: 13.11.05.33; Accession Number: 13.12.05.33,"Photos + description: linen wrappings layered in a geometrical pattern, glass inlays for the eyes; 665 mm; large area of damage at tail end","Presented by the General Committee of the Institute of Archaeology, Liverpool | Collector: Liverpool University Institute of Archaeology | Date collected: 1905 | Provenance: Liverpool University Institute of Archaeology, Donor, Division of Finds, Owned from: 1905, Donation, Owned until: 1905-12-13",OFFICIAL_DB; OFFICIAL_API,UNKNOWN,,2026-09-24,uk_north
INST-GB-011-O002,INST-GB-011,World Museum (National Museums Liverpool),16.11.06.153,Mummified Crocodile,Mummified Crocodile,A,UNKNOWN,Africa: Northern Africa: Egypt: Esna,332 BC – AD 200 (Ptolemaic; Roman Period),UNKNOWN,UNKNOWN,Overall: 20 mm x 270 mm,"Mummified crocodile mummy with linen wrappings layered in a geometical pattern, with glass inlays for the eyes. The crocodile was the sacred animal of the god Sobek. The cult temples reared large numbers of crocodiles for mummification.   16 November 1906 register entry: ""153. Mummied crocodile.""  CONDITION NOTE 1998: Very dry and brittle, surface dirt. Materials: Glass; Crocodile; Linen",WHOLE,YES,YES,YES,YES,https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-6,https://images.liverpoolmuseums.org.uk/import-objects/85074_v0_large.jpg; https://images.liverpoolmuseums.org.uk/import-objects/85077_v0_large.jpg; https://images.liverpoolmuseums.org.uk/import-objects/85076_v0_large.jpg; https://images.liverpoolmuseums.org.uk/import-objects/85075_v0_large.jpg,4,"Credit line: Courtesy of National Museums Liverpool, World Museum (no licence stated)",JSON:API https://content.liverpoolmuseums.org.uk/jsonapi/node/artifact?filter[field_number]=16.11.06.153; Solr https://index.liverpoolmuseums.org.uk/select,UNKNOWN,"National Museums Liverpool online collection (artifact record, via public JSON:API/Solr), search 'crocodile' [uk_north]",CONFIRMED,Garstang's Esna excavations; register 1906 '153. Mummied crocodile.' Location: Item not currently on display head/dorsal/tail visibility judged from first online photo at contact-sheet scale.,GB,Liverpool,UNKNOWN,"Photo + description: linen wrappings layered in a geometrical pattern, glass inlays for the eyes","Gift of the Egyptian Excavations Committee of the Institute of Archaeology, Liverpool | Collector: Liverpool University Institute of Archaeology | Date collected: 1906 | Provenance: Liverpool University Institute of Archaeology, Previous owner, Division of Finds, Owned from: 1906, Donation, Owned until: 1906",OFFICIAL_DB; OFFICIAL_API,UNKNOWN,,2026-09-24,uk_north
INST-GB-011-O003,INST-GB-011,World Museum (National Museums Liverpool),16.11.06.155,Mummified Crocodile Egg,Mummified Crocodile Egg,F,UNKNOWN,Africa: Northern Africa: Egypt: Esna,332 BC – AD 200 (Ptolemaic; Roman Period),UNKNOWN,UNKNOWN,UNKNOWN,"Mummified crocodile egg, unwrapped and broken apart after acquisition in 1906. Previously thought to have been lost in the Second World War but located in November 2020.  16 November 1906 register entry: ""155-157. Mummified eggs"". Materials: Crocodile Egg",UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-egg-0,https://images.liverpoolmuseums.org.uk/import-objects/161030_v0_large.jpg; https://images.liverpoolmuseums.org.uk/import-objects/161031_v0_large.jpg,2,"Credit line: Courtesy of National Museums Liverpool, World Museum (no licence stated)",JSON:API https://content.liverpoolmuseums.org.uk/jsonapi/node/artifact?filter[field_number]=16.11.06.155; Solr https://index.liverpoolmuseums.org.uk/select,UNKNOWN,"National Museums Liverpool online collection (artifact record, via public JSON:API/Solr), search 'crocodile' [uk_north]",CONFIRMED,EGG. Esna. Rediscovered Nov 2020. Location: Item not currently on display,GB,Liverpool,UNKNOWN,"Description 'Mummified crocodile egg, unwrapped and broken apart after acquisition in 1906' + photo","Gift of the Egyptian Excavations Committee of the Institute of Archaeology, Liverpool | Collector: Liverpool University Institute of Archaeology | Date collected: 1906 | Provenance: Egyptian Excavations Committee of the University of Liverpool Institute of Archaeology, Previous owner, Division of Finds, Owned from: 1906, Donation (Excavation Subscription), Owned until: 1906-11-06",OFFICIAL_DB; OFFICIAL_API,UNKNOWN,,2026-09-24,uk_north
INST-GB-011-O004,INST-GB-011,World Museum (National Museums Liverpool),16.11.06.156,Mummified Crocodile Egg,Mummified Crocodile Egg,F,UNKNOWN,Africa: Northern Africa: Egypt: Esna,332 BC – AD 200 (Ptolemaic; Roman Period),UNKNOWN,UNKNOWN,UNKNOWN,"Textile and papyrus plant fibre once wrapped around a crocodile egg. Broken in half to remove the egg which is mostly missing. Previously thought to have been lost in the Second World War but located in October 2011.  16 November 1906 register entry: ""155-157. Mummified eggs"". Materials: Textile; Papyrus",UNKNOWN,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-egg-1,https://images.liverpoolmuseums.org.uk/import-objects/161032_v0_large.jpg; https://images.liverpoolmuseums.org.uk/import-objects/161033_v0_large.jpg,2,"Credit line: Courtesy of National Museums Liverpool, World Museum (no licence stated)",JSON:API https://content.liverpoolmuseums.org.uk/jsonapi/node/artifact?filter[field_number]=16.11.06.156; Solr https://index.liverpoolmuseums.org.uk/select,"Unearthing mummified cats, fish and ""monkeys"" John Garstang's excavations in the Nile Valley' in Lidija McKnight and Stephanie Atherton-Woolham (editors) 'Gifts for the Gods: Ancient Egyptian Animal Mummies and the British', Anna Garnett, 2015, Page: 43, Plate: Fig. 38","National Museums Liverpool online collection (artifact record, via public JSON:API/Solr), search 'crocodile' [uk_north]",CONFIRMED,EGG wrapping (egg mostly missing). Esna. Rediscovered Oct 2011. Location: Item not currently on display,GB,Liverpool,Temporary Number: 1978.291.416,Description 'Textile and papyrus plant fibre once wrapped around a crocodile egg. Broken in half to remove the egg which is mostly missing' + photo,"Gift of the Egyptian Excavations Committee of the Institute of Archaeology, Liverpool | Collector: Liverpool University Institute of Archaeology | Date collected: 1906 | Provenance: Egyptian Excavations Committee of the University of Liverpool Institute of Archaeology, Previous owner, Division of Finds, Owned from: 1906, Donation (Excavation Subscription), Owned until: 1906-11-06",OFFICIAL_DB; OFFICIAL_API,UNKNOWN,,2026-09-24,uk_north
INST-GB-011-O005,INST-GB-011,World Museum (National Museums Liverpool),16.11.06.157,Mummified Crocodile Egg,Mummified Crocodile Egg,F,UNKNOWN,Africa: Northern Africa: Egypt: Esna,332 BC – AD 200 (Ptolemaic; Roman Period),UNKNOWN,UNKNOWN,UNKNOWN,"Remains of crocodile eggs wrapped in bandages and tied together with papyrus fibre.  CONDITION NOTE 1998: Fragmentary state, some broken and quite hard, surface dirt.  16 November 1906 register entry: ""155-157. Mummified eggs"". Materials: Crocodile Egg",UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-egg-2,https://images.liverpoolmuseums.org.uk/import-objects/161034_v0_large.jpg,1,"Credit line: Courtesy of National Museums Liverpool, World Museum (no licence stated)",JSON:API https://content.liverpoolmuseums.org.uk/jsonapi/node/artifact?filter[field_number]=16.11.06.157; Solr https://index.liverpoolmuseums.org.uk/select,UNKNOWN,"National Museums Liverpool online collection (artifact record, via public JSON:API/Solr), search 'crocodile' [uk_north]",CONFIRMED,EGG (several). Esna. Location: Item not currently on display,GB,Liverpool,UNKNOWN,Description 'Remains of crocodile eggs wrapped in bandages and tied together with papyrus fibre' + photo,"Gift of the Egyptian Excavations Committee of the Institute of Archaeology, Liverpool | Collector: Liverpool University Institute of Archaeology | Date collected: 1906 | Provenance: Egyptian Excavations Committee of the University of Liverpool Institute of Archaeology, Previous owner, Division of Finds, Owned from: 1906, Donation (Excavation Subscription), Owned until: 1906-11-06",OFFICIAL_DB; OFFICIAL_API,UNKNOWN,,2026-09-24,uk_north
INST-GB-011-O006,INST-GB-011,World Museum (National Museums Liverpool),16.11.06.159,Mummified Crocodiles,Mummified Crocodiles,C,UNKNOWN,Africa: Northern Africa: Egypt: Esna,332 BC – AD 200 (Ptolemaic; Roman Period),UNKNOWN,UNKNOWN,Overall: 250 mm,"Six parts of mummified crocodiles. No sign of ever being bandaged. Previously thought to have been lost in the Second World War but located in October 2011.  16 November 1906 register entry: ""159. Four mummied crocodiles - young - fragile"". Materials: Crocodile",PARTIAL,NO,YES,YES,YES,https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-0,https://images.liverpoolmuseums.org.uk/import-objects/161035_v0_large.jpg; https://images.liverpoolmuseums.org.uk/import-objects/161036_v0_large.jpg,2,"Credit line: Courtesy of National Museums Liverpool, World Museum (no licence stated)",JSON:API https://content.liverpoolmuseums.org.uk/jsonapi/node/artifact?filter[field_number]=16.11.06.159; Solr https://index.liverpoolmuseums.org.uk/select,UNKNOWN,"National Museums Liverpool online collection (artifact record, via public JSON:API/Solr), search 'crocodile' [uk_north]",CONFIRMED,"Multiple individuals (register: four) under one number, several broken; Garstang's Esna excavations 1905-06. Location: Item not currently on display head/dorsal/tail visibility judged from first online photo at contact-sheet scale.",GB,Liverpool,UNKNOWN,Photo + description 'Six parts of mummified crocodiles. No sign of ever being bandaged'; register 1906: 'Four mummied crocodiles - young - fragile',"Gift of the Egyptian Excavations Committee of the Institute of Archaeology, Liverpool | Collector: Liverpool University Institute of Archaeology | Date collected: 1906 | Provenance: Egyptian Excavations Committee of the University of Liverpool Institute of Archaeology, Previous owner, Division of Finds, Owned from: 1906, Donation (Excavation Subscription), Owned until: 1906-11-06",OFFICIAL_DB; OFFICIAL_API,UNKNOWN,,2026-09-24,uk_north
