date,country,language,database_or_search_engine,query,institution_checked,result,notes,x_agent
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family=alligatoridae basisofrecord=preservedspecimen | https://search.idigbio.org/v2/search/records {""family"": ""alligatoridae"", ""basisofrecord"": ""preservedspecimen""}",ALL (aggregator),"9732 records matched, 9732 fetched and scanned; croc_mummy_hits=2, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family=alligatoridae basisofrecord=fossilspecimen | https://search.idigbio.org/v2/search/records {""family"": ""alligatoridae"", ""basisofrecord"": ""fossilspecimen""}",ALL (aggregator),"18413 records matched, 18413 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=2",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family=alligatoridae basisofrecord=materialsample | https://search.idigbio.org/v2/search/records {""family"": ""alligatoridae"", ""basisofrecord"": ""materialsample""}",ALL (aggregator),"0 records matched, 0 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family=alligatoridae basisofrecord=occurrence | https://search.idigbio.org/v2/search/records {""family"": ""alligatoridae"", ""basisofrecord"": ""occurrence""}",ALL (aggregator),"16 records matched, 16 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family=alligatoridae basisofrecord=humanobservation | https://search.idigbio.org/v2/search/records {""family"": ""alligatoridae"", ""basisofrecord"": ""humanobservation""}",ALL (aggregator),"0 records matched, 0 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family=alligatoridae basisofrecord=machineobservation | https://search.idigbio.org/v2/search/records {""family"": ""alligatoridae"", ""basisofrecord"": ""machineobservation""}",ALL (aggregator),"155 records matched, 155 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family=alligatoridae basisofrecord=livingspecimen | https://search.idigbio.org/v2/search/records {""family"": ""alligatoridae"", ""basisofrecord"": ""livingspecimen""}",ALL (aggregator),"0 records matched, 0 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family=alligatoridae basisofrecord missing | https://search.idigbio.org/v2/search/records {""family"": ""alligatoridae"", ""basisofrecord"": {""type"": ""missing""}}",ALL (aggregator),"0 records matched, 0 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family=gavialidae | https://search.idigbio.org/v2/search/records {""family"": ""gavialidae""}",ALL (aggregator),"481 records matched, 481 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=37",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"family missing, genus=crocodylus | https://search.idigbio.org/v2/search/records {""genus"": ""crocodylus"", ""family"": {""type"": ""missing""}}",ALL (aggregator),"0 records matched, 0 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"order=crocodilia family missing | https://search.idigbio.org/v2/search/records {""order"": ""crocodilia"", ""family"": {""type"": ""missing""}}",ALL (aggregator),"0 records matched, 0 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=mummy | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""mummy""}}",ALL (aggregator),"30928 records matched, 30928 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=mummified | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""mummified""}}",ALL (aggregator),"7075 records matched, 7075 fetched and scanned; croc_mummy_hits=6, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=mummies | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""mummies""}}",ALL (aggregator),"278 records matched, 278 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=momie | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""momie""}}",ALL (aggregator),"9 records matched, 9 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=momifie | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""momifie""}}",ALL (aggregator),"0 records matched, 0 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=mumie | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""mumie""}}",ALL (aggregator),"2345 records matched, 2345 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=mumifiziert | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""mumifiziert""}}",ALL (aggregator),"0 records matched, 0 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=mummia | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""mummia""}}",ALL (aggregator),"3 records matched, 3 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=momia | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""momia""}}",ALL (aggregator),"10 records matched, 10 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=embalmed | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""embalmed""}}",ALL (aggregator),"27 records matched, 27 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=crocodile mummy | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""crocodile mummy""}}",ALL (aggregator),"1 records matched, 1 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=mummified crocodile | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""mummified crocodile""}}",ALL (aggregator),"4 records matched, 4 fetched and scanned; croc_mummy_hits=3, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=crocodile | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""crocodile""}}",ALL (aggregator),"26101 records matched, 26101 fetched and scanned; croc_mummy_hits=3, croc_egypt_hits=72",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=crocodilus | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""crocodilus""}}",ALL (aggregator),"8337 records matched, 8337 fetched and scanned; croc_mummy_hits=2, croc_egypt_hits=35",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"fulltext=sobek | https://search.idigbio.org/v2/search/records {""data"": {""type"": ""fulltext"", ""value"": ""sobek""}}",ALL (aggregator),"140 records matched, 140 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=0",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"country=egypt fulltext=crocodile | https://search.idigbio.org/v2/search/records {""country"": ""egypt"", ""data"": {""type"": ""fulltext"", ""value"": ""crocodile""}}",ALL (aggregator),"73 records matched, 73 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=35",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,UNKNOWN,multilingual,iDigBio search API v2,"country=egypt fulltext=crocodylus | https://search.idigbio.org/v2/search/records {""country"": ""egypt"", ""data"": {""type"": ""fulltext"", ""value"": ""crocodylus""}}",ALL (aggregator),"96 records matched, 96 fetched and scanned; croc_mummy_hits=0, croc_egypt_hits=96",scripted sweep; hits = records whose text matched mummy regex (and crocodilian); egypt = crocodilian records with Egypt/Egyptian site in locality/country; reviewed manually,biodiversity
2026-09-24,FR,fr,GBIF occurrence API,https://api.gbif.org/v1/occurrence/search?taxonKey=11493978&country=EG&institutionCode=MNHN&limit=100 (+ /occurrence/{key}/verbatim for each),"Muséum national d'Histoire naturelle, Paris","18 records: 11 crocodile mummies (Thebes grottoes 1986.1471-1474, Samoun 1986.1475-1478/1480, Kom Ombo 'Comnunbo' 1901.214-215); 7 other Egyptian C. niloticus (0.7515 mounted, Geoffroy 1798; 1886.445 desiccated juvenile; 0.7504/0.7545/0.7546/1977.1604/0.2156 no mummy indication)",raw saved: raw/gbif_mnhn_RA_egypt_crocodylia_verbatim.json,biodiversity
2026-09-24,FR,fr,MNHN science.mnhn.fr / coldb.mnhn.fr (curl + WebFetch),https://science.mnhn.fr/institution/mnhn/collection/ra/item/1986.1471 ; http://coldb.mnhn.fr/catalognumber/mnhn/ra/1986.1471,"Muséum national d'Histoire naturelle, Paris",403 blocked (Cloudflare challenge) for both curl and WebFetch,used GBIF API + GBIF image cache instead,biodiversity
2026-09-24,FR,fr,mediaphoto.mnhn.fr / GBIF image cache,MNHN media identifiers of 13 Egyptian C. niloticus records; fetched via https://api.gbif.org/v1/image/cache/occurrence/{key}/media/{md5},"Muséum national d'Histoire naturelle, Paris","mediaphoto.mnhn.fr 403; GBIF cache OK: photos show unwrapped resin-coated whole crocodiles (1986.1471-1473), wrapped juvenile groups (1986.1474, 1986.1475-1478), labels for 1986.1480 and 1901.214-215","images viewed in scratchpad only, not saved in project",biodiversity
2026-09-24,FR,multilingual,iDigBio view API,https://search.idigbio.org/v2/view/records/{uuid} for 9 MNHN RA records,"Muséum national d'Histoire naturelle, Paris",9 records confirmed (same data as GBIF: Grotte de Samoun / Grottes sepulcrales de Thebes),UNKNOWN,biodiversity
2026-09-24,UNKNOWN,multilingual,GBIF occurrence API,full paging sweep taxonKey=11493978 basisOfRecord=PRESERVED_SPECIMEN limit=300 (scripts/gbif_sweep.py),ALL (aggregator),ABORTED: GBIF deep-offset pages (offset>~10000) stream at ~4 KB/s through the proxy (>90 s per page); replaced by targeted full-text q= and country/place queries (scripts/gbif_targeted.py),offset 0-300 pages fast (1-2 s); deep offsets time out,biodiversity
2026-09-24,CA,en,ROM eMuseum collections.rom.on.ca (HTML; JSON export disabled),crocodile,Royal Ontario Museum,"56 hits: 12 'Mummified crocodile' (910.169.2, .10, .11, .12, .13, .24; 940.7.2, .3, .4, .6, .7; 992X2.6), 1 'Coffin for a mummified crocodile' 979X2.53; 1 Nile crocodile natural-history specimen (Schad_1.2 10-026, not mummy); rest amulets, fossils, weapons, photos",UNKNOWN,canada_oceania
2026-09-24,CA,en,ROM eMuseum collections.rom.on.ca,crocodile mummy,Royal Ontario Museum,324 hits (OR search); same 12 mummified crocodiles + coffin; no new crocodile items,UNKNOWN,canada_oceania
2026-09-24,CA,en,ROM eMuseum collections.rom.on.ca,mummified crocodile,Royal Ontario Museum,109 hits (OR search); same 12 + coffin; no new crocodile items,UNKNOWN,canada_oceania
2026-09-24,CA,en,ROM eMuseum collections.rom.on.ca,Sobek,Royal Ontario Museum,"14 hits: 12 mummified crocodiles (same), coffin lid of Padikhonsu, +1 other; no new",UNKNOWN,canada_oceania
2026-09-24,CA,la,ROM eMuseum collections.rom.on.ca,Crocodylus,Royal Ontario Museum,"1 hit: Nile Crocodile (Crocodylus niloticus) Schad_1.2 10-026, modern natural-history specimen, not a mummy",UNKNOWN,canada_oceania
2026-09-24,CA,en,ROM eMuseum collections.rom.on.ca,animal mummy,Royal Ontario Museum,"1372 hits (OR search); filtered titles with mumm/croc: same 12 crocodiles + coffin; other animal mummies (cats, ibises, hawks, shrews, gazelles) not relevant",UNKNOWN,canada_oceania
